2015-09-29,360478,43666,0,83,72,78,RA BR,0,M,0.0,0.11,2.7	
2015-09-30,381354,46608,0,79,59,69,RA BR,0,M,0.0,1.26,8.3	
2015-10-01,394043,54340,0,64,56,60,RA,0,M,0.0,0.09,8.7	
2015-10-02,414289,65765,0,57,48,53,RA BR,0,M,0.0,1.08,12.5	
2015-10-03,412691,61386,0,55,49,52,RA BR,0,M,0.0,0.35,11.5	
2015-10-04,365206,51988,0,63,53,58, ,0,M,0.0,0.00,10.7	
2015-10-05,344810,40960,0,67,52,60, ,0,M,0.0,0.00,6.3	
2015-10-06,374278,42044,0,73,52,63, ,0,M,0.0,0.00,1.6	
2015-10-07,390959,44441,0,73,58,66, ,0,M,0.0,0.00,3.0	
2015-10-08,407578,49428,0,72,59,66, ,0,M,0.0,0.00,3.4	
2015-10-09,402648,59289,0,78,61,70,RA BR HZ,0,M,0.0,0.89,4.1	
2015-10-10,432672,63203,0,65,50,58, ,0,M,0.0,0.00,2.5	
2015-10-11,378262,54782,0,69,53,61, ,0,M,0.0,0.00,3.7	
2015-10-12,328405,36379,0,77,56,67, ,0,M,0.0,0.00,3.9	
2015-10-13,379473,42850,0,72,61,67, ,0,M,0.0,0.01,3.6	
2015-10-14,392801,44886,0,69,57,63, ,0,M,0.0,0.00,3.9	
2015-10-15,407496,49586,0,64,51,58, ,0,M,0.0,0.00,4.1	
2015-10-16,430414,58548,0,64,53,59, ,0,M,0.0,0.00,5.4	
2015-10-17,459236,68948,0,56,42,49, ,0,M,0.0,0.00,5.9	
2015-10-18,400212,58732,0,50,38,44, ,0,M,0.0,0.00,5.0	
2015-10-19,366862,42702,0,53,35,44, ,0,M,0.0,0.00,3.8	
2015-10-20,377804,43180,0,70,48,59, ,0,M,0.0,0.00,6.1	
2015-10-21,389756,44853,0,76,57,67, ,0,M,0.0,0.00,2.3	
2015-10-22,410692,48603,0,75,58,67, ,0,M,0.0,0.00,4.7	
2015-10-23,428675,58747,0,65,45,55,HZ,0,M,0.0,0.00,6.7	
2015-10-24,436244,67376,0,57,40,49, ,0,M,0.0,0.00,4.0	
2015-10-25,390337,55317,0,68,48,58,RA,0,M,0.0,0.05,4.9	
2015-10-26,356914,41874,0,58,46,52, ,0,M,0.0,0.00,3.9	
2015-10-27,381755,43212,0,59,45,52, ,0,M,0.0,0.00,4.4	
2015-10-28,386939,51067,0,69,53,61,RA FG BR,0,M,0.0,1.40,6.8	
2015-10-29,403670,49701,0,73,57,65, ,0,M,0.0,0.04,6.5	
